title,description,file size and date,additional keywords,link,derived_link
Movement for ,"['The Movement for ', 'Democracy', "" and Progress (French: Mouvement pour la Démocratie et le Progrès, MDP), also known as the People's Democratic Movement (Mouvement...""]","['2 KB (285 words) - 08:51, 9 March 2023']",[],/wiki/Movement_for_Democracy_and_Progress_(Comoros),/wiki/Democracy_for_the_Few
Alliance for ,"['The Alliance for ', 'Democracy', ' and Progress (French: Alliance pour la Démocratie et le Progrès, ADP) is a political party in the Central African Republic...']","['3 KB (243 words) - 16:31, 16 April 2021']",[],/wiki/Alliance_for_Democracy_and_Progress_(Central_African_Republic),/wiki/Democracy_for_the_Few
National ,"['The National ', 'Democracy', ' (French: Démocratie Nationale) is a francophone Belgian far-right political party. The party advocated a strong unitary Belgian...']","['8 KB (699 words) - 10:11, 23 July 2023']",[],/wiki/National_Democracy_(Belgium),/wiki/Democracy_for_the_Few
What's Left?,"[""What's Left? The Death of Social "", 'Democracy', ' is written by Australian Professor Clive Hamilton and was published as Issue 21 of the Quarterly Essay in 2006...']","['3 KB (209 words) - 23:34, 21 December 2021']","['(redirect from ', ""What's Left? The Death of Social "", 'Democracy', ')']",/wiki/What%27s_Left%3F,/wiki/Democracy_for_the_Few
Ginbot 7,"['government"". According to The New Yorker in 2014, Ginbot 7 are ""an exiled pro-', 'democracy', ' party that the Ethiopian government labelled a terrorist group in 2011...']","['8 KB (949 words) - 10:57, 10 October 2023']","['(redirect from ', 'Ginbot 7 Movement for Justice, Freedom and ', 'Democracy', ')']",/wiki/Ginbot_7,/wiki/Democracy_for_the_Few
National Union for ,"['The National Union for ', 'Democracy', ' and Progress (French: Union Nationale pour la Démocratie et le Progrès, UNDP) is a political party in the Central African...']","['3 KB (129 words) - 06:01, 15 June 2023']",[],/wiki/National_Union_for_Democracy_and_Progress_(Central_African_Republic),/wiki/Democracy_for_the_Few
Helsinki Process on Globalisation and ,"['The Helsinki Process on Globalization and ', 'Democracy', ' is a joint initiative of Finland and Tanzania that resulted from the Helsinki Conference of December...']","['3 KB (429 words) - 18:02, 4 June 2021']",[],/wiki/Helsinki_Process_on_Globalisation_and_Democracy,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Convergence for Social ,"['Convergence for Social ', 'Democracy', ' (in French: Convergence pour la Démocratie Sociale, CDS) is a Sankarist political party in Burkina Faso. It was founded...']","['1 KB (45 words) - 18:50, 28 October 2023']",[],/wiki/Convergence_for_Social_Democracy_(Burkina_Faso),/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
The Retreat from Liberty,"['Erosion of ', 'Democracy', "" in Today's Britain is a book by Michael Moorcock published in 1983. The Retreat from Liberty: The Erosion of "", 'Democracy', "" in Today's...""]","['1 KB (113 words) - 17:10, 22 August 2023']","['(redirect from ', 'The Retreat from Liberty: The Erosion of ', 'Democracy', "" in Today's Britain"", ')']",/wiki/The_Retreat_from_Liberty,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Public holidays in Cape Verde,"['Cape Verde. ""Feriados Bancários"". www.bcv.cv. Retrieved June 5, 2021. ""', 'Democracy', ' Day in Cape Verde in 2021"". Office Holidays. Retrieved August 23, 2020...']","['2 KB (47 words) - 21:50, 18 April 2022']","['(redirect from ', 'Democracy', ' Day (Cape Verde)', ')']",/wiki/Public_holidays_in_Cape_Verde,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Union for ,"['The Union for ', 'Democracy', "" and Progress group (Arabic: فريق الاتحاد من أجل الديمقراطية والتقدم, French: Groupe de l'Union pour la démocratie et le progrès...""]","['3 KB (82 words) - 09:15, 3 July 2023']",[],/wiki/Union_for_Democracy_and_Progress_group,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Reformers for ,"['The Reformers for ', 'Democracy', ' and Development (Greek: Μεταρρυθμιστές της Αριστεράς για τη Δημοκρατία και την Ανάπτυξη) was a Greek political movement founded...']","['3 KB (160 words) - 07:53, 12 February 2023']",[],/wiki/Reformers_for_Democracy_and_Development,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Society of Fighters for Freedom and ,"['The Society of Fighters for Freedom and ', 'Democracy', ' (Polish: Związek Bojowników o Wolność i Demokrację, ZBoWiD) was an official Polish state-controlled...']","['2 KB (249 words) - 08:03, 4 April 2023']",[],/wiki/Society_of_Fighters_for_Freedom_and_Democracy,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
America at the Crossroads,"['America at the Crossroads: ', 'Democracy', ', Power, and the Neoconservative Legacy is a 2006 book written by Francis Fukuyama. This book briefly discusses the...']","['36 KB (3,795 words) - 08:41, 3 June 2023']","['(redirect from ', 'America at the Crossroads: ', 'Democracy', ', Power, and the Neoconservative Legacy', ')']",/wiki/America_at_the_Crossroads,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Haq Movement,"['The Haq Movement for Liberty and ', 'Democracy', ' (Arabic: حركة حق حركة الحريات والديمقراطية) is an opposition political organization in Bahrain founded in November...']","['5 KB (407 words) - 08:28, 30 September 2023']","['(redirect from ', 'Haq Movement for Liberty and ', 'Democracy', ')']",/wiki/Haq_Movement,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Indonesian Democratic Party,"[""non-Islamic Parties in the People's Representative Council (DPR) called the "", 'Democracy', ' Development Faction. This faction consisted of the Indonesian National...']","['13 KB (981 words) - 13:02, 30 August 2023']","['(redirect from ', 'Indonesian ', 'Democracy', ' Party', ')']",/wiki/Indonesian_Democratic_Party,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Chadecja,"['Poland that are connected to the Christian ', 'democracy', ' movements: in the Second Polish Republic: Christian ', 'Democracy', ' - Labor Party (Chrześcijańska Demokracja...']","['704 bytes (106 words) - 23:14, 2 June 2010']","['(redirect from ', 'Christian ', 'democracy', ' in Poland', ')']",/wiki/Chadecja,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Union for Renewal and ,"['The Union for Renewal and ', 'Democracy', ' (French: Union pour le renouveau et la démocratie) is a political party in Chad. Its current president is Sande Ngaryimbé...']","['3 KB (262 words) - 16:24, 16 January 2022']",[],/wiki/Union_for_Renewal_and_Democracy,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Democrats 66,"[""municipal councillor in Amsterdam for the People's Party for Freedom and "", 'Democracy', "" (VVD). Van Mierlo became the party's political leader. The foundation...""]","['67 KB (4,254 words) - 09:23, 5 October 2023']","['(redirect from ', 'Democracy', ' 66', ')']",/wiki/Democrats_66,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Hans-Peter Martin's List,"['the 2006 Austrian legislative election as the ""Dr. Martin\'s List — For ', 'Democracy', ', Control, Justice"" (MATIN), but obtained no seats in the parliament. In...']","['4 KB (404 words) - 23:05, 23 April 2023']","['(redirect from ', ""Dr. Martin's List — For "", 'Democracy', ', Control, Justice', ')']",/wiki/Hans-Peter_Martin%27s_List,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
The Bangkok Chronicle,"['government on 21 August 1945. A few days later, it appeared under the new name ', 'Democracy', ' with a new publisher, but the same staff. This newspaper was published...']","['6 KB (344 words) - 18:41, 4 November 2023']","['(redirect from ', 'Democracy', ' (newspaper)', ')']",/wiki/The_Bangkok_Chronicle,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
National Rally of Chadian Democrats,"['des Démocrates Tchadiens - le Reveil), formerly the National Rally for ', 'Democracy', ' in Chad (French: Rassemblement national pour la démocratie au Tchad -...']","['2 KB (164 words) - 20:00, 16 October 2022']","['(redirect from ', 'National rally for ', 'democracy', ' in chad', ')']",/wiki/National_Rally_of_Chadian_Democrats,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Movement for ,"['The Movement for ', 'Democracy', "", Independence and Social Progress (French: Mouvement pour la Démocratie l'Indépendance et le Progrès Social, MDI-PS) is a political...""]","['2 KB (174 words) - 19:11, 15 December 2020']",[],"/wiki/Movement_for_Democracy,_Independence_and_Social_Progress",/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Union Danu League for ,"['The Union Danu League for ', 'Democracy', ' Party (Burmese: ပြည်ထောင်စု ဓနုအမျိုးသားများ ဒီမိုကရေစီအဖွဲ့ချုပ်; UDLD) was a political party in Myanmar. Following...']","['1 KB (86 words) - 17:03, 30 June 2019']",[],/wiki/Union_Danu_League_for_Democracy_Party,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
History of the Social Democratic Party of Germany,"['Sozialdemokratie (""The Prerequisites for Socialism and the Tasks of Social ', 'Democracy', '""), published in 1899, in which he argued that the winning of reforms under...']","['119 KB (14,401 words) - 16:21, 6 October 2023']","['(redirect from ', 'History of Social ', 'Democracy', ' in Germany', ')']",/wiki/History_of_the_Social_Democratic_Party_of_Germany,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
After Capitalism,"['After Capitalism: Economic ', 'Democracy', ' in Action is a 2012 book by United States author Dada Maheshvarananda, an activist, yoga monk and writer. The book...']","['13 KB (1,467 words) - 19:08, 10 October 2023']","['(redirect from ', 'After Capitalism: Economic ', 'Democracy', ' in Action', ')']",/wiki/After_Capitalism,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Molad: The Center for the Renewal of Israeli ,"['Molad: The Center for the Renewal of Israeli ', 'Democracy', "" (מולד) is a progressive Israeli think tank established in 2012 in Jerusalem. The Center's website...""]","['7 KB (571 words) - 22:59, 11 September 2023']",[],/wiki/Molad:_The_Center_for_the_Renewal_of_Israeli_Democracy,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
People's Movement for ,"[""The People's Movement for "", 'Democracy', ' in Chad (French: Mouvement populaire pour la démocratie au Tchad) is a political party in Chad. In the parliamentary...']","['1 KB (99 words) - 16:37, 15 December 2020']",[],/wiki/People%27s_Movement_for_Democracy_in_Chad,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Schleswig-Holstein Farmers and Farmworkers ,"['Schleswig-Holstein Farmers and Farmworkers ', 'Democracy', ' (German: Schleswig-Holsteinische Bauern- und Landarbeiterdemokratie) (later known as the Schleswig-Holstein...']","['1 KB (155 words) - 20:20, 19 April 2022']",[],/wiki/Schleswig-Holstein_Farmers_and_Farmworkers_Democracy,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Middle East Nonviolence and ,"['Middle East Nonviolence and ', 'Democracy', ' (MEND) is an NGO which aspires to establish a non-violent Palestinian civil society. The organisation was founded...']","['3 KB (306 words) - 16:54, 8 October 2023']",[],/wiki/Middle_East_Nonviolence_and_Democracy,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Restore ,"['The Restore ', 'Democracy', ' Sack Dan Andrews Party, also known as Sack Dan Andrews Restore ', 'Democracy', ', is an Australian minor political party founded in 2022...']","['4 KB (290 words) - 05:59, 28 October 2023']",[],/wiki/Restore_Democracy_Sack_Dan_Andrews_Party,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
People for ,"['People for ', 'Democracy', ' and Justice (Russian: Народ за демократию и справедливость [НДС]) is a Russian political party, established in 2007. The party leader...']","['1 KB (86 words) - 17:02, 27 October 2022']",[],/wiki/People_for_Democracy_and_Justice,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Public holidays in Nepal,"['of Lunar dates also known as tithi. Holidays such as Loktantra Diwas (', 'Democracy', ' Day) and Republic day are celebrated on the basis of Bikram Sambat calendar...']","['7 KB (284 words) - 06:32, 15 October 2023']","['(redirect from ', 'National ', 'Democracy', ' Day', ')']",/wiki/Public_holidays_in_Nepal,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Education for ,"['Education for ', 'Democracy', ' Foundation (Fundacja Edukacja dla Demokracji) is a Polish foundation, launched in 1989, which operates as a public benefit organization...']","['7 KB (693 words) - 16:44, 30 January 2022']",[],/wiki/Education_for_Democracy_Foundation,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
For the People Act,"['House wants to reform ', 'democracy', '. It\'s not a panacea – but it\'s a start"". The Washington Post. ""How to renew America\'s ', 'democracy', ': A dose of voting reform...']","['71 KB (6,891 words) - 20:28, 6 October 2023']","['(redirect from ', 'Democracy', ' Restoration Act of 2019', ')']",/wiki/For_the_People_Act,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Union for ,"['The Union for ', 'Democracy', ' and National Reconstruction (French: Union pour la Démocratie et la Reconstruction Nationale, UDRN) was a political party in Benin...']","['2 KB (199 words) - 08:24, 9 March 2023']",[],/wiki/Union_for_Democracy_and_National_Reconstruction,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Builders and Managers of Freedom and Development,"['The Builders and Managers of Freedom and ', 'Democracy', ' (French: Bâtisseurs et Gestionnaires de la Liberté et de la Démocratie) was an oppositional political...']","['542 bytes (59 words) - 07:49, 9 March 2023']","['(redirect from ', 'Builders and managers of freedom and ', 'democracy', ')']",/wiki/Builders_and_Managers_of_Freedom_and_Development,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Movement for ,"['The Movement for ', 'Democracy', ' and Development (French: Mouvement pour la Démocratie et le Développement, MDD) is a political party in the Central African...']","['5 KB (453 words) - 10:41, 12 December 2021']",[],/wiki/Movement_for_Democracy_and_Development_(Central_African_Republic),/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Union for ,"['The Union for ', 'Democracy', ' and Freedom (French: Union pour la Démocratie et les Libertés, UDL) was a political party in Algeria. The UDL was established...']","['1 KB (117 words) - 11:23, 21 July 2016']",[],/wiki/Union_for_Democracy_and_Freedom,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Pro-Beijing camp (Hong Kong),"['""Patriotic Front"" by pro-Beijing media and ""loyalists"" by the rival pro-', 'democracy', "" camp. The pro-Beijing camp evolved from Hong Kong's pro-CCP faction, often...""]","['56 KB (5,175 words) - 02:36, 20 October 2023']","['(redirect from ', 'Anti-', 'democracy', ' camp (Hong Kong)', ')']",/wiki/Pro-Beijing_camp_(Hong_Kong),/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
History of the Social Democratic Party of Austria,"['former chancellor Karl Renner, who advocated a parliamentary, liberal ', 'democracy', ' and the welfare state; on the other side were the more radical Austromarxists...']","['34 KB (4,879 words) - 18:00, 9 August 2023']","['(redirect from ', 'History of Social ', 'Democracy', ' in Austria', ')']",/wiki/History_of_the_Social_Democratic_Party_of_Austria,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Amato Group,"['The Amato Group, officially the Action Committee for European ', 'Democracy', ' (ACED) was a group of high-level European politicians unofficially working on...']","['10 KB (1,082 words) - 21:35, 19 February 2023']","['(redirect from ', 'Action Committee for European ', 'Democracy', ')']",/wiki/Amato_Group,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
South Sudan STEPS Towards Peace and ,"['The South Sudan STEPS Towards Peace and ', 'Democracy', "" is a political movement in the Republic of South Sudan. The Sudan People's Liberation Movement (SPLM)...""]","['2 KB (176 words) - 21:08, 29 August 2022']",[],/wiki/South_Sudan_STEPS_Towards_Peace_and_Democracy,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Net Party,"['Argentina. The company proposes an online form of liquid ', 'democracy', ' that it calls ""net ', 'democracy', '"" based on the Internet. Their goal is to elect representatives...']","['6 KB (615 words) - 01:09, 24 December 2020']","['(redirect from ', 'Democracy', 'OS', ')']",/wiki/Net_Party,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Westminster system,"['Seidle, F. Leslie; Docherty, David C. (2003). Reforming parliamentary ', 'democracy', "". McGill-Queen's University Press. p.\xa03. ISBN\xa09780773525085. Johnston,...""]","['57 KB (4,985 words) - 23:07, 27 October 2023']","['(redirect from ', 'Westminster Model of Parliamentary ', 'Democracy', ')']",/wiki/Westminster_system,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
National Movement for ,"['The National Movement for ', 'Democracy', ' and Development (French: Mouvement Nationale pour la Démocratie et le Développement, MNDD) was a left-wing political...']","['2 KB (187 words) - 08:21, 9 March 2023']",[],/wiki/National_Movement_for_Democracy_and_Development,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Christian Peoples Alliance,"['out of a cross-party advocacy group called the Movement for Christian ', 'Democracy', '.[citation needed] The first leader of the party was Ram Gidoomal; Alan...']","['32 KB (2,520 words) - 09:24, 24 September 2023']","['(redirect from ', 'Movement for Christian ', 'Democracy', ')']",/wiki/Christian_Peoples_Alliance,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Democratic centralism,"['the Soviet Communist Party who advocated different concepts of party ', 'democracy', '. In On Party Unity, Lenin argued that democratic centralism prevents factionalism...']","['19 KB (2,237 words) - 11:44, 10 September 2023']","['(redirect from ', 'Central ', 'democracy', ')']",/wiki/Democratic_centralism,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
D21 – Janeček method,"['D21 – Janeček method, also known as ', 'Democracy', ' 2.1, is an electoral system applicable for both single-winner and multi-winner voting, which allows voters...']","['16 KB (1,813 words) - 18:26, 27 August 2023']","['(redirect from ', 'Democracy', ' 2.1', ')']",/wiki/D21_%E2%80%93_Jane%C4%8Dek_method,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Listening to Grasshoppers,"['Listening to Grasshoppers: Field Notes on ', 'Democracy', ' (2009) is a collection of essays written by Booker Prize winner Arundhati Roy. Written between 2002...']","['2 KB (271 words) - 21:45, 26 September 2023']","['(redirect from ', 'Listening to Grasshoppers: Field Notes on ', 'Democracy', ')']",/wiki/Listening_to_Grasshoppers,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Communist Party of Chile,"['organization, the Manuel Rodríguez Patriotic Front. With the restoration of ', 'democracy', ' and the election of a new president in 1990, the Communist Party of Chile...']","['22 KB (1,134 words) - 20:29, 28 September 2023']","['(redirect from ', 'Alternative Left ', 'Democracy', ')']",/wiki/Communist_Party_of_Chile,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Seriprachathippatai 2497 Bridge,"['The ', 'Democracy', ' Bridge 1954 or Seriprachathippatai 2497 Bridge (Thai: สะพานเสรีประชาธิปไตย 2497, abbreviated as Seriprachathippatai Bridge) is a bridge...']","['4 KB (284 words) - 17:37, 23 May 2023']","['(redirect from ', 'The ', 'Democracy', ' Bridge 1954', ')']",/wiki/Seriprachathippatai_2497_Bridge,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Alliance for ,"['The Alliance for ', 'Democracy', ' and Development (French: Alliance pour la Démocratie et le Développement, ADD) was a political party in Benin. The party contested...']","['1 KB (145 words) - 16:41, 28 May 2023']",[],/wiki/Alliance_for_Democracy_and_Development_(Benin),/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
1973 Chilean coup d'état,"['Marxist to be democratically elected president in a Latin American liberal ', 'democracy', ', faced significant social unrest, political tension with the opposition-controlled...']","['117 KB (12,709 words) - 12:05, 6 November 2023']","['(redirect from ', ""Declaration of the Breakdown of Chile's "", 'Democracy', ')']",/wiki/1973_Chilean_coup_d%27%C3%A9tat,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Rally for ,"['The Rally for ', 'Democracy', ' and Economic and Social Development (French: Ralliement pour la Démocratie et le Développement Économique et Social, RADDES) is...']","['919 bytes (81 words) - 21:07, 15 December 2020']",[],/wiki/Rally_for_Democracy_and_Economic_and_Social_Development,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Rally for National Unity and ,"['The Rally for National Unity and ', 'Democracy', "" (French: Rassemblement pour l'Unité Nationale et la Démocratie, RUND) was a political party in Benin. The party...""]","['1 KB (133 words) - 08:23, 9 March 2023']",[],/wiki/Rally_for_National_Unity_and_Democracy,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Wu Jianmin (,"['Chinese: 吳建民; pinyin: Wú Jiànmín; born 1963) is a Chinese dissident and ', 'democracy', ' activist from Nanjing, Jiangsu. He studied at Jiangsu Institute of Commercial...']","['12 KB (1,085 words) - 15:18, 21 August 2023']",[],/wiki/Wu_Jianmin_(democracy_activist),/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Committee in Support of Solidarity,"['became the Institute for ', 'Democracy', ' in Eastern Europe. Gregory F. Domber (2008). Supporting the Revolution: America, ', 'Democracy', ', and the End of the Cold...']","['2 KB (236 words) - 16:45, 19 August 2023']","['(redirect from ', 'Institute for ', 'Democracy', ' in Eastern Europe', ')']",/wiki/Committee_in_Support_of_Solidarity,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Concert for ,"['The Concert for ', 'Democracy', ' in China (Chinese: 民主歌聲獻中華) was a benefit concert held in Hong Kong in support of the students involved in the 1989 Tiananmen...']","['18 KB (1,011 words) - 07:10, 14 August 2023']",[],/wiki/Concert_for_Democracy_in_China,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Alliance for ,"['The Alliance for ', 'Democracy', ' and Progress (French: Alliance pour la Démocratie et le Progrès, ADP) was a political party in Benin. The ADP was established...']","['2 KB (177 words) - 07:48, 9 March 2023']",[],/wiki/Alliance_for_Democracy_and_Progress_(Benin),/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
European People's Party,"['Romania, Fine Gael of Ireland, National Coalition Party of Finland, New ', 'Democracy', "" of Greece, Forza Italia of Italy, the People's Party (PP) of Spain, the...""]","['72 KB (4,746 words) - 13:36, 6 November 2023']","['(redirect from ', 'European Union of Christian ', 'Democracies', ')']",/wiki/European_People%27s_Party,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Party for ,"['The Party for ', 'Democracy', ' and Renewal (Parti pour la Démocratie et le Renouveau) is a political party in Togo. It was founded on May 1, 1991, and its National...']","['4 KB (355 words) - 18:16, 15 December 2020']",[],/wiki/Party_for_Democracy_and_Renewal,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Mavambo/Kusile/Dawn,"['project into a political party, to be known as the National Alliance for ', 'Democracy', ' Dumiso Dabengwa ended his support for the Mavambo organisation in 2008...']","['3 KB (204 words) - 22:48, 9 September 2023']","['(redirect from ', 'National Alliance for ', 'Democracy', ')']",/wiki/Mavambo/Kusile/Dawn,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Bourbon Democrat,"['Syracuse University, 1969; pp. 449–459. Horace Samuel Merrill, Bourbon ', 'Democracy', ' of the Middle West, 1865–1896, Baton Rouge LA: Louisiana State University...']","['19 KB (1,894 words) - 19:10, 21 October 2023']","['(redirect from ', 'Bourbon ', 'Democracy', ')']",/wiki/Bourbon_Democrat,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
National Democratic Party,"['NDP (disambiguation) National ', 'Democracy', ' (disambiguation) National Democratic Movement (disambiguation) Nationalist ', 'Democracy', ' Party, a former political party...']","['3 KB (403 words) - 00:16, 30 April 2022']","['(redirect from ', 'National ', 'Democracy', ' Party', ')']",/wiki/National_Democratic_Party,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Bootstrap model,"['distinction between composite and elementary particles, advocating a ""nuclear ', 'democracy', '"" in which the idea that some particles were more elementary than others...']","['6 KB (730 words) - 16:40, 3 August 2022']","['(redirect from ', 'Nuclear ', 'democracy', ')']",/wiki/Bootstrap_model,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
"The Future of Iraq: Dictatorship, ","['The Future of Iraq: Dictatorship, ', 'Democracy', ' or Division? is an academic book by Liam Anderson and Gareth Stansfield, published by Palgrave in 2004. The...']","['3 KB (323 words) - 05:41, 29 October 2020']",[],"/wiki/The_Future_of_Iraq:_Dictatorship,_Democracy_or_Division%3F",/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Classical liberalism,"['with protections for individual liberty over a pure ', 'democracy', ', reasoning that in a pure ', 'democracy', ' a ""common passion or interest will, in almost every...']","['79 KB (8,909 words) - 08:44, 9 November 2023']","['(redirect from ', 'New York Times ', 'democracy', ')']",/wiki/Classical_liberalism,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Suicide of the West,"[' Populism, Nationalism, and Identity Politics Is Destroying American ', 'Democracy', ' is a book by conservative columnist Jonah Goldberg. The book warns against...']","['8 KB (754 words) - 13:57, 1 October 2023']","['(redirect from ', 'Suicide of the West: How the Rebirth of Tribalism, Populism, Nationalism, and Identity Politics is Destroying American ', 'Democracy', ')']",/wiki/Suicide_of_the_West,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
American ,"['American ', 'Democracy', ' Project is a 527 group. As of 2006[update] it was headed by Bernie Friedman and based in Broward County, Florida. ADP was founded during...']","['9 KB (942 words) - 10:14, 9 April 2023']",[],/wiki/American_Democracy_Project_(Florida_group),/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
National Convention for Social ,"['The National Convention for Social ', 'Democracy', ' (French: Convention national pour la Démocratie Sociale, CNDS) is a political party in Chad. The party nominated...']","['1 KB (124 words) - 16:38, 15 December 2020']",[],/wiki/National_Convention_for_Social_Democracy,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Free Lula movement,"['The International Committee of Solidarity in Defence of Lula and ', 'Democracy', ' in Brazil (Brazilian Portuguese: Comitê Internacional de Solidariedade a Lula...']","['18 KB (1,373 words) - 14:09, 13 October 2023']","['(redirect from ', 'International Committee of Solidarity in Defence of Lula and ', 'Democracy', ' in Brazil', ')']",/wiki/Free_Lula_movement,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
Higher Education for American ,"['Higher Education for American ', 'Democracy', ' was a report to U.S. President Harry S. Truman on the condition of higher education in the United States. The...']","['3 KB (378 words) - 02:43, 10 July 2023']",[],/wiki/Higher_Education_for_American_Democracy,/wiki/The_Retreat_from_Liberty:_The_Erosion_of_Democracy_in_Today%27s_Britain
